_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
14947,2021Q4,S08000026,"",S08000020,Upper GI,"",1,"",1,""
14948,2021Q4,S08000026,"",S08000026,Upper GI,"",2,"",2,""
14949,2021Q4,S08000028,"",S08000022,Upper GI,"",2,"",2,""
14950,2021Q4,S08000028,"",S08000028,Upper GI,"",2,"",2,""
14951,2021Q4,S08000028,"",S08000031,Upper GI,"",1,"",1,""
14952,2021Q4,S08000029,"",S08000024,Upper GI,"",6,"",2,""
14953,2021Q4,S08000029,"",S08000029,Upper GI,"",21,"",20,""
14954,2021Q4,S08000030,"",S08000030,Upper GI,"",22,"",21,""
14955,2021Q4,S08000031,"",S08000015,Upper GI,"",1,"",1,""
14956,2021Q4,S08000031,"",S08000031,Upper GI,"",109,"",77,""
14957,2021Q4,S08000032,"",S08000024,Upper GI,"",2,"",2,""
14958,2021Q4,S08000032,"",S08000031,Upper GI,"",7,"",7,""
14959,2021Q4,S08000032,"",S08000032,Upper GI,"",19,"",15,""
14960,2021Q4,S92000003,d,S08000015,Upper GI,"",14,"",11,""
14961,2021Q4,S92000003,d,S08000016,Upper GI,"",9,"",9,""
14962,2021Q4,S92000003,d,S08000017,Upper GI,"",14,"",14,""
14963,2021Q4,S92000003,d,S08000019,Upper GI,"",18,"",18,""
14964,2021Q4,S92000003,d,S08000020,Upper GI,"",50,"",50,""
14965,2021Q4,S92000003,d,S08000022,Upper GI,"",29,"",25,""
14966,2021Q4,S92000003,d,S08000024,Upper GI,"",82,"",71,""
14967,2021Q4,S92000003,d,S08000025,Upper GI,"",2,"",2,""
14968,2021Q4,S92000003,d,S08000026,Upper GI,"",2,"",2,""
14969,2021Q4,S92000003,d,S08000028,Upper GI,"",2,"",2,""
14970,2021Q4,S92000003,d,S08000029,Upper GI,"",21,"",20,""
14971,2021Q4,S92000003,d,S08000030,Upper GI,"",22,"",21,""
14972,2021Q4,S92000003,d,S08000031,Upper GI,"",125,"",88,""
14973,2021Q4,S92000003,d,S08000032,Upper GI,"",21,"",17,""
14974,2021Q4,S08000015,"",S08000015,Urological,"",42,"",42,""
14975,2021Q4,S08000015,"",S08000031,Urological,"",3,"",1,""
14976,2021Q4,S08000016,"",S08000016,Urological,"",11,"",10,""
14977,2021Q4,S08000016,"",S08000024,Urological,"",4,"",1,""
14978,2021Q4,S08000017,"",S08000017,Urological,"",23,"",13,""
14979,2021Q4,S08000019,"",S08000019,Urological,"",66,"",51,""
14980,2021Q4,S08000019,"",S08000031,Urological,"",10,"",3,""
14981,2021Q4,S08000020,"",S08000020,Urological,"",57,"",30,""
14982,2021Q4,S08000022,"",S08000020,Urological,"",7,"",0,""
14983,2021Q4,S08000022,"",S08000022,Urological,"",59,"",49,""
14984,2021Q4,S08000022,"",S08000024,Urological,"",1,"",0,""
14985,2021Q4,S08000022,"",S08000031,Urological,"",1,"",0,""
14986,2021Q4,S08000024,"",S08000024,Urological,"",145,"",84,""
14987,2021Q4,S08000025,"",S08000020,Urological,"",2,"",0,""
14988,2021Q4,S08000025,"",S08000025,Urological,"",4,"",2,""
14989,2021Q4,S08000026,"",S08000026,Urological,"",5,"",4,""
14990,2021Q4,S08000028,"",S08000022,Urological,"",2,"",2,""
14991,2021Q4,S08000028,"",S08000028,Urological,"",3,"",1,""
14992,2021Q4,S08000028,"",S08000031,Urological,"",1,"",0,""
14993,2021Q4,S08000029,"",S08000024,Urological,"",7,"",0,""
14994,2021Q4,S08000029,"",S08000029,Urological,"",38,"",24,""
14995,2021Q4,S08000030,"",S08000024,Urological,"",1,"",1,""
14996,2021Q4,S08000030,"",S08000030,Urological,"",42,"",31,""
14997,2021Q4,S08000031,"",S08000031,Urological,"",226,"",127,""
14998,2021Q4,S08000032,"",S08000031,Urological,"",4,"",1,""
14999,2021Q4,S08000032,"",S08000032,Urological,"",48,"",29,""
15000,2021Q4,S92000003,d,S08000015,Urological,"",42,"",42,""
15001,2021Q4,S92000003,d,S08000016,Urological,"",11,"",10,""
15002,2021Q4,S92000003,d,S08000017,Urological,"",23,"",13,""
15003,2021Q4,S92000003,d,S08000019,Urological,"",66,"",51,""
15004,2021Q4,S92000003,d,S08000020,Urological,"",66,"",30,""
15005,2021Q4,S92000003,d,S08000022,Urological,"",61,"",51,""
15006,2021Q4,S92000003,d,S08000024,Urological,"",158,"",86,""
15007,2021Q4,S92000003,d,S08000025,Urological,"",4,"",2,""
15008,2021Q4,S92000003,d,S08000026,Urological,"",5,"",4,""
15009,2021Q4,S92000003,d,S08000028,Urological,"",3,"",1,""
15010,2021Q4,S92000003,d,S08000029,Urological,"",38,"",24,""
15011,2021Q4,S92000003,d,S08000030,Urological,"",42,"",31,""
15012,2021Q4,S92000003,d,S08000031,Urological,"",245,"",132,""
15013,2021Q4,S92000003,d,S08000032,Urological,"",48,"",29,""
15014,2022Q1,S08000015,"",S08000015,All Cancer Types,d,203,"",158,""
15015,2022Q1,S08000015,"",S08000017,All Cancer Types,d,3,"",3,""
15016,2022Q1,S08000015,"",S08000031,All Cancer Types,d,20,"",13,""
15017,2022Q1,S08000015,"",SB0801,All Cancer Types,d,3,"",3,""
15018,2022Q1,S08000016,"",S08000016,All Cancer Types,d,48,"",48,""
15019,2022Q1,S08000016,"",S08000024,All Cancer Types,d,10,"",8,""
15020,2022Q1,S08000016,"",S08000031,All Cancer Types,d,4,"",4,""
15021,2022Q1,S08000017,"",S08000017,All Cancer Types,d,87,"",70,""
15022,2022Q1,S08000017,"",S08000024,All Cancer Types,d,20,"",12,""
15023,2022Q1,S08000017,"",S08000031,All Cancer Types,d,1,"",1,""
15024,2022Q1,S08000019,"",S08000019,All Cancer Types,d,235,"",182,""
15025,2022Q1,S08000019,"",S08000024,All Cancer Types,d,1,"",1,""
15026,2022Q1,S08000019,"",S08000031,All Cancer Types,d,34,"",15,""
15027,2022Q1,S08000019,"",S08000032,All Cancer Types,d,2,"",2,""
15028,2022Q1,S08000019,"",SB0801,All Cancer Types,d,4,"",1,""
15029,2022Q1,S08000020,"",S08000020,All Cancer Types,d,327,"",252,""
15030,2022Q1,S08000020,"",S08000024,All Cancer Types,d,1,"",1,""
15031,2022Q1,S08000020,"",S08000031,All Cancer Types,d,1,"",1,""
15032,2022Q1,S08000020,"",SB0801,All Cancer Types,d,1,"",0,""
15033,2022Q1,S08000022,"",S08000020,All Cancer Types,d,8,"",2,""
15034,2022Q1,S08000022,"",S08000022,All Cancer Types,d,235,"",185,""
15035,2022Q1,S08000022,"",S08000024,All Cancer Types,d,1,"",0,""
15036,2022Q1,S08000022,"",S08000030,All Cancer Types,d,2,"",0,""
15037,2022Q1,S08000022,"",S08000031,All Cancer Types,d,2,"",2,""
15038,2022Q1,S08000022,"",SB0801,All Cancer Types,d,4,"",3,""
15039,2022Q1,S08000024,"",S08000019,All Cancer Types,d,5,"",5,""
15040,2022Q1,S08000024,"",S08000024,All Cancer Types,d,587,"",464,""
15041,2022Q1,S08000024,"",S08000029,All Cancer Types,d,1,"",1,""
15042,2022Q1,S08000025,"",S08000020,All Cancer Types,d,3,"",2,""
15043,2022Q1,S08000025,"",S08000025,All Cancer Types,d,9,"",8,""
15044,2022Q1,S08000026,"",S08000020,All Cancer Types,d,5,"",3,""
15045,2022Q1,S08000026,"",S08000026,All Cancer Types,d,12,"",11,""
15046,2022Q1,S08000028,"",S08000020,All Cancer Types,d,2,"",1,""
15047,2022Q1,S08000028,"",S08000022,All Cancer Types,d,16,"",9,""
15048,2022Q1,S08000028,"",S08000028,All Cancer Types,d,15,"",10,""
15049,2022Q1,S08000028,"",S08000031,All Cancer Types,d,1,"",1,""
15050,2022Q1,S08000028,"",SB0801,All Cancer Types,d,1,"",1,""
15051,2022Q1,S08000029,"",S08000024,All Cancer Types,d,37,"",25,""
15052,2022Q1,S08000029,"",S08000029,All Cancer Types,d,198,"",160,""
15053,2022Q1,S08000029,"",S08000030,All Cancer Types,d,1,"",0,""
15054,2022Q1,S08000030,"",S08000020,All Cancer Types,d,2,"",2,""
15055,2022Q1,S08000030,"",S08000024,All Cancer Types,d,5,"",3,""
15056,2022Q1,S08000030,"",S08000030,All Cancer Types,d,228,"",194,""
15057,2022Q1,S08000031,"",S08000015,All Cancer Types,d,1,"",0,""
15058,2022Q1,S08000031,"",S08000024,All Cancer Types,d,1,"",1,""
15059,2022Q1,S08000031,"",S08000031,All Cancer Types,d,1057,"",771,""
15060,2022Q1,S08000031,"",S08000032,All Cancer Types,d,45,"",26,""
15061,2022Q1,S08000031,"",SB0801,All Cancer Types,d,14,"",8,""
15062,2022Q1,S08000032,"",S08000024,All Cancer Types,d,2,"",2,""
15063,2022Q1,S08000032,"",S08000031,All Cancer Types,d,42,"",27,""
15064,2022Q1,S08000032,"",S08000032,All Cancer Types,d,306,"",259,""
15065,2022Q1,S08000032,"",SB0801,All Cancer Types,d,8,"",7,""
15066,2022Q1,S92000003,d,S08000015,All Cancer Types,d,204,"",158,""
15067,2022Q1,S92000003,d,S08000016,All Cancer Types,d,48,"",48,""
15068,2022Q1,S92000003,d,S08000017,All Cancer Types,d,90,"",73,""
15069,2022Q1,S92000003,d,S08000019,All Cancer Types,d,240,"",187,""
15070,2022Q1,S92000003,d,S08000020,All Cancer Types,d,347,"",262,""
15071,2022Q1,S92000003,d,S08000022,All Cancer Types,d,251,"",194,""
15072,2022Q1,S92000003,d,S08000024,All Cancer Types,d,665,"",517,""
15073,2022Q1,S92000003,d,S08000025,All Cancer Types,d,9,"",8,""
15074,2022Q1,S92000003,d,S08000026,All Cancer Types,d,12,"",11,""
15075,2022Q1,S92000003,d,S08000028,All Cancer Types,d,15,"",10,""
15076,2022Q1,S92000003,d,S08000029,All Cancer Types,d,199,"",161,""
15077,2022Q1,S92000003,d,S08000030,All Cancer Types,d,231,"",194,""
15078,2022Q1,S92000003,d,S08000031,All Cancer Types,d,1162,"",835,""
15079,2022Q1,S92000003,d,S08000032,All Cancer Types,d,353,"",287,""
15080,2022Q1,S92000003,d,SB0801,All Cancer Types,d,35,"",23,""
15081,2022Q1,S08000015,"",S08000015,Breast,"",87,"",59,""
15082,2022Q1,S08000015,"",S08000017,Breast,"",3,"",3,""
15083,2022Q1,S08000016,"",S08000016,Breast,"",15,"",15,""
15084,2022Q1,S08000017,"",S08000017,Breast,"",23,"",22,""
15085,2022Q1,S08000019,"",S08000019,Breast,"",43,"",42,""
15086,2022Q1,S08000020,"",S08000020,Breast,"",99,"",80,""
15087,2022Q1,S08000020,"",S08000031,Breast,"",1,"",1,""
15088,2022Q1,S08000022,"",S08000022,Breast,"",61,"",52,""
15089,2022Q1,S08000024,"",S08000019,Breast,"",5,"",5,""
15090,2022Q1,S08000024,"",S08000024,Breast,"",178,"",172,""
15091,2022Q1,S08000024,"",S08000029,Breast,"",1,"",1,""
15092,2022Q1,S08000026,"",S08000020,Breast,"",1,"",1,""
15093,2022Q1,S08000026,"",S08000026,Breast,"",2,"",2,""
15094,2022Q1,S08000029,"",S08000029,Breast,"",38,"",36,""
15095,2022Q1,S08000030,"",S08000020,Breast,"",1,"",1,""
15096,2022Q1,S08000030,"",S08000030,Breast,"",73,"",66,""
15097,2022Q1,S08000031,"",S08000031,Breast,"",275,"",252,""
15098,2022Q1,S08000031,"",S08000032,Breast,"",45,"",26,""
15099,2022Q1,S08000032,"",S08000032,Breast,"",63,"",51,""
15100,2022Q1,S92000003,d,S08000015,Breast,"",87,"",59,""
15101,2022Q1,S92000003,d,S08000016,Breast,"",15,"",15,""
15102,2022Q1,S92000003,d,S08000017,Breast,"",26,"",25,""
15103,2022Q1,S92000003,d,S08000019,Breast,"",48,"",47,""
15104,2022Q1,S92000003,d,S08000020,Breast,"",101,"",82,""
15105,2022Q1,S92000003,d,S08000022,Breast,"",61,"",52,""
15106,2022Q1,S92000003,d,S08000024,Breast,"",178,"",172,""
15107,2022Q1,S92000003,d,S08000026,Breast,"",2,"",2,""
15108,2022Q1,S92000003,d,S08000029,Breast,"",39,"",37,""
15109,2022Q1,S92000003,d,S08000030,Breast,"",73,"",66,""
15110,2022Q1,S92000003,d,S08000031,Breast,"",276,"",253,""
15111,2022Q1,S92000003,d,S08000032,Breast,"",108,"",77,""
15112,2022Q1,S08000015,"",S08000015,Cervical,"",1,"",1,""
15113,2022Q1,S08000015,"",S08000031,Cervical,"",2,"",1,""
15114,2022Q1,S08000019,"",S08000019,Cervical,"",1,"",1,""
15115,2022Q1,S08000020,"",S08000020,Cervical,"",2,"",1,""
15116,2022Q1,S08000022,"",S08000022,Cervical,"",2,"",2,""
15117,2022Q1,S08000024,"",S08000024,Cervical,"",10,"",4,""
15118,2022Q1,S08000029,"",S08000024,Cervical,"",2,"",0,""
15119,2022Q1,S08000030,"",S08000030,Cervical,"",3,"",2,""
15120,2022Q1,S08000031,"",S08000031,Cervical,"",1,"",1,""
15121,2022Q1,S08000032,"",S08000031,Cervical,"",9,"",3,""
15122,2022Q1,S08000032,"",S08000032,Cervical,"",3,"",3,""
15123,2022Q1,S92000003,d,S08000015,Cervical,"",1,"",1,""
15124,2022Q1,S92000003,d,S08000019,Cervical,"",1,"",1,""
15125,2022Q1,S92000003,d,S08000020,Cervical,"",2,"",1,""
15126,2022Q1,S92000003,d,S08000022,Cervical,"",2,"",2,""
15127,2022Q1,S92000003,d,S08000024,Cervical,"",12,"",4,""
15128,2022Q1,S92000003,d,S08000030,Cervical,"",3,"",2,""
15129,2022Q1,S92000003,d,S08000031,Cervical,"",12,"",5,""
15130,2022Q1,S92000003,d,S08000032,Cervical,"",3,"",3,""
15131,2022Q1,S08000015,"",S08000015,Colorectal,"",43,"",32,""
15132,2022Q1,S08000015,"",S08000031,Colorectal,"",2,"",0,""
15133,2022Q1,S08000016,"",S08000016,Colorectal,"",7,"",7,""
15134,2022Q1,S08000016,"",S08000031,Colorectal,"",3,"",3,""
15135,2022Q1,S08000017,"",S08000017,Colorectal,"",18,"",12,""
15136,2022Q1,S08000017,"",S08000024,Colorectal,"",2,"",1,""
15137,2022Q1,S08000019,"",S08000019,Colorectal,"",47,"",35,""
15138,2022Q1,S08000019,"",S08000031,Colorectal,"",3,"",1,""
15139,2022Q1,S08000020,"",S08000020,Colorectal,"",49,"",32,""
15140,2022Q1,S08000020,"",SB0801,Colorectal,"",1,"",0,""
15141,2022Q1,S08000022,"",S08000022,Colorectal,"",37,"",23,""
15142,2022Q1,S08000022,"",S08000031,Colorectal,"",1,"",1,""
15143,2022Q1,S08000024,"",S08000024,Colorectal,"",87,"",53,""
15144,2022Q1,S08000025,"",S08000020,Colorectal,"",1,"",1,""
15145,2022Q1,S08000025,"",S08000025,Colorectal,"",2,"",2,""
15146,2022Q1,S08000026,"",S08000020,Colorectal,"",1,"",0,""
15147,2022Q1,S08000026,"",S08000026,Colorectal,"",3,"",3,""
15148,2022Q1,S08000028,"",S08000022,Colorectal,"",4,"",1,""
15149,2022Q1,S08000028,"",S08000028,Colorectal,"",2,"",2,""
15150,2022Q1,S08000028,"",S08000031,Colorectal,"",1,"",1,""
15151,2022Q1,S08000029,"",S08000024,Colorectal,"",4,"",2,""
15152,2022Q1,S08000029,"",S08000029,Colorectal,"",32,"",30,""
15153,2022Q1,S08000030,"",S08000030,Colorectal,"",36,"",24,""
15154,2022Q1,S08000031,"",S08000031,Colorectal,"",182,"",86,""
15155,2022Q1,S08000032,"",S08000024,Colorectal,"",1,"",1,""
15156,2022Q1,S08000032,"",S08000031,Colorectal,"",4,"",0,""
15157,2022Q1,S08000032,"",S08000032,Colorectal,"",72,"",52,""
15158,2022Q1,S92000003,d,S08000015,Colorectal,"",43,"",32,""
15159,2022Q1,S92000003,d,S08000016,Colorectal,"",7,"",7,""
15160,2022Q1,S92000003,d,S08000017,Colorectal,"",18,"",12,""
15161,2022Q1,S92000003,d,S08000019,Colorectal,"",47,"",35,""
15162,2022Q1,S92000003,d,S08000020,Colorectal,"",51,"",33,""
15163,2022Q1,S92000003,d,S08000022,Colorectal,"",41,"",24,""
15164,2022Q1,S92000003,d,S08000024,Colorectal,"",94,"",57,""
15165,2022Q1,S92000003,d,S08000025,Colorectal,"",2,"",2,""
15166,2022Q1,S92000003,d,S08000026,Colorectal,"",3,"",3,""
15167,2022Q1,S92000003,d,S08000028,Colorectal,"",2,"",2,""
15168,2022Q1,S92000003,d,S08000029,Colorectal,"",32,"",30,""
15169,2022Q1,S92000003,d,S08000030,Colorectal,"",36,"",24,""
15170,2022Q1,S92000003,d,S08000031,Colorectal,"",196,"",92,""
15171,2022Q1,S92000003,d,S08000032,Colorectal,"",72,"",52,""
15172,2022Q1,S92000003,d,SB0801,Colorectal,"",1,"",0,""
15173,2022Q1,S08000015,"",S08000015,Head & Neck,"",12,"",11,""
15174,2022Q1,S08000015,"",S08000031,Head & Neck,"",2,"",2,""
15175,2022Q1,S08000016,"",S08000016,Head & Neck,"",1,"",1,""
15176,2022Q1,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
15177,2022Q1,S08000017,"",S08000017,Head & Neck,"",2,"",2,""
15178,2022Q1,S08000017,"",S08000024,Head & Neck,"",1,"",1,""
15179,2022Q1,S08000017,"",S08000031,Head & Neck,"",1,"",1,""
15180,2022Q1,S08000019,"",S08000019,Head & Neck,"",5,"",3,""
15181,2022Q1,S08000019,"",S08000031,Head & Neck,"",7,"",4,""
15182,2022Q1,S08000019,"",S08000032,Head & Neck,"",2,"",2,""
15183,2022Q1,S08000020,"",S08000020,Head & Neck,"",6,"",4,""
15184,2022Q1,S08000022,"",S08000022,Head & Neck,"",9,"",7,""
15185,2022Q1,S08000022,"",S08000030,Head & Neck,"",2,"",0,""
15186,2022Q1,S08000024,"",S08000024,Head & Neck,"",19,"",19,""
15187,2022Q1,S08000029,"",S08000024,Head & Neck,"",4,"",4,""
15188,2022Q1,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
15189,2022Q1,S08000029,"",S08000030,Head & Neck,"",1,"",0,""
15190,2022Q1,S08000030,"",S08000030,Head & Neck,"",5,"",5,""
15191,2022Q1,S08000031,"",S08000031,Head & Neck,"",56,"",45,""
15192,2022Q1,S08000032,"",S08000024,Head & Neck,"",1,"",1,""
15193,2022Q1,S08000032,"",S08000031,Head & Neck,"",4,"",4,""
15194,2022Q1,S08000032,"",S08000032,Head & Neck,"",6,"",6,""
15195,2022Q1,S92000003,d,S08000015,Head & Neck,"",12,"",11,""
15196,2022Q1,S92000003,d,S08000016,Head & Neck,"",1,"",1,""
15197,2022Q1,S92000003,d,S08000017,Head & Neck,"",2,"",2,""
15198,2022Q1,S92000003,d,S08000019,Head & Neck,"",5,"",3,""
15199,2022Q1,S92000003,d,S08000020,Head & Neck,"",6,"",4,""
15200,2022Q1,S92000003,d,S08000022,Head & Neck,"",9,"",7,""
15201,2022Q1,S92000003,d,S08000024,Head & Neck,"",27,"",27,""
15202,2022Q1,S92000003,d,S08000029,Head & Neck,"",1,"",1,""
15203,2022Q1,S92000003,d,S08000030,Head & Neck,"",8,"",5,""
15204,2022Q1,S92000003,d,S08000031,Head & Neck,"",70,"",56,""
15205,2022Q1,S92000003,d,S08000032,Head & Neck,"",8,"",8,""
15206,2022Q1,S08000015,"",S08000015,Lung,"",14,"",14,""
15207,2022Q1,S08000015,"",S08000031,Lung,"",6,"",6,""
15208,2022Q1,S08000015,"",SB0801,Lung,"",3,"",3,""
15209,2022Q1,S08000016,"",S08000016,Lung,"",11,"",11,""
15210,2022Q1,S08000016,"",S08000024,Lung,"",4,"",4,""
15211,2022Q1,S08000017,"",S08000017,Lung,"",16,"",15,""
15212,2022Q1,S08000017,"",S08000024,Lung,"",1,"",1,""
15213,2022Q1,S08000019,"",S08000019,Lung,"",26,"",24,""
15214,2022Q1,S08000019,"",S08000031,Lung,"",11,"",3,""
15215,2022Q1,S08000019,"",SB0801,Lung,"",4,"",1,""
15216,2022Q1,S08000020,"",S08000020,Lung,"",49,"",44,""
15217,2022Q1,S08000022,"",S08000022,Lung,"",22,"",21,""
15218,2022Q1,S08000022,"",SB0801,Lung,"",4,"",3,""
15219,2022Q1,S08000024,"",S08000024,Lung,"",49,"",41,""
15220,2022Q1,S08000025,"",S08000025,Lung,"",2,"",2,""
15221,2022Q1,S08000026,"",S08000020,Lung,"",1,"",1,""
15222,2022Q1,S08000028,"",S08000022,Lung,"",1,"",1,""
15223,2022Q1,S08000028,"",S08000028,Lung,"",4,"",4,""
15224,2022Q1,S08000028,"",SB0801,Lung,"",1,"",1,""
15225,2022Q1,S08000029,"",S08000024,Lung,"",14,"",13,""
15226,2022Q1,S08000029,"",S08000029,Lung,"",30,"",28,""
15227,2022Q1,S08000030,"",S08000020,Lung,"",1,"",1,""
15228,2022Q1,S08000030,"",S08000024,Lung,"",5,"",3,""
15229,2022Q1,S08000030,"",S08000030,Lung,"",47,"",45,""
15230,2022Q1,S08000031,"",S08000024,Lung,"",1,"",1,""
15231,2022Q1,S08000031,"",S08000031,Lung,"",134,"",115,""
15232,2022Q1,S08000031,"",SB0801,Lung,"",14,"",8,""
15233,2022Q1,S08000032,"",S08000031,Lung,"",9,"",8,""
15234,2022Q1,S08000032,"",S08000032,Lung,"",50,"",50,""
15235,2022Q1,S08000032,"",SB0801,Lung,"",8,"",7,""
15236,2022Q1,S92000003,d,S08000015,Lung,"",14,"",14,""
15237,2022Q1,S92000003,d,S08000016,Lung,"",11,"",11,""
15238,2022Q1,S92000003,d,S08000017,Lung,"",16,"",15,""
15239,2022Q1,S92000003,d,S08000019,Lung,"",26,"",24,""
15240,2022Q1,S92000003,d,S08000020,Lung,"",51,"",46,""
15241,2022Q1,S92000003,d,S08000022,Lung,"",23,"",22,""
15242,2022Q1,S92000003,d,S08000024,Lung,"",74,"",63,""
15243,2022Q1,S92000003,d,S08000025,Lung,"",2,"",2,""
15244,2022Q1,S92000003,d,S08000028,Lung,"",4,"",4,""
15245,2022Q1,S92000003,d,S08000029,Lung,"",30,"",28,""
15246,2022Q1,S92000003,d,S08000030,Lung,"",47,"",45,""
15247,2022Q1,S92000003,d,S08000031,Lung,"",160,"",132,""
15248,2022Q1,S92000003,d,S08000032,Lung,"",50,"",50,""
15249,2022Q1,S92000003,d,SB0801,Lung,"",34,"",23,""
15250,2022Q1,S08000015,"",S08000015,Lymphoma,"",5,"",3,""
15251,2022Q1,S08000016,"",S08000016,Lymphoma,"",1,"",1,""
15252,2022Q1,S08000016,"",S08000024,Lymphoma,"",1,"",1,""
15253,2022Q1,S08000016,"",S08000031,Lymphoma,"",1,"",1,""
15254,2022Q1,S08000017,"",S08000017,Lymphoma,"",2,"",2,""
15255,2022Q1,S08000019,"",S08000019,Lymphoma,"",10,"",8,""
15256,2022Q1,S08000019,"",S08000031,Lymphoma,"",1,"",1,""
15257,2022Q1,S08000020,"",S08000020,Lymphoma,"",5,"",5,""
15258,2022Q1,S08000022,"",S08000022,Lymphoma,"",9,"",7,""
15259,2022Q1,S08000024,"",S08000024,Lymphoma,"",3,"",3,""
15260,2022Q1,S08000029,"",S08000029,Lymphoma,"",7,"",5,""
15261,2022Q1,S08000031,"",S08000031,Lymphoma,"",25,"",16,""
15262,2022Q1,S08000032,"",S08000031,Lymphoma,"",1,"",0,""
15263,2022Q1,S08000032,"",S08000032,Lymphoma,"",7,"",7,""
15264,2022Q1,S92000003,d,S08000015,Lymphoma,"",5,"",3,""
15265,2022Q1,S92000003,d,S08000016,Lymphoma,"",1,"",1,""
15266,2022Q1,S92000003,d,S08000017,Lymphoma,"",2,"",2,""
15267,2022Q1,S92000003,d,S08000019,Lymphoma,"",10,"",8,""
15268,2022Q1,S92000003,d,S08000020,Lymphoma,"",5,"",5,""
15269,2022Q1,S92000003,d,S08000022,Lymphoma,"",9,"",7,""
15270,2022Q1,S92000003,d,S08000024,Lymphoma,"",4,"",4,""
15271,2022Q1,S92000003,d,S08000029,Lymphoma,"",7,"",5,""
15272,2022Q1,S92000003,d,S08000031,Lymphoma,"",28,"",18,""
15273,2022Q1,S92000003,d,S08000032,Lymphoma,"",7,"",7,""
15274,2022Q1,S08000015,"",S08000015,Melanoma,"",8,"",6,""
15275,2022Q1,S08000016,"",S08000016,Melanoma,"",3,"",3,""
15276,2022Q1,S08000017,"",S08000017,Melanoma,"",2,"",2,""
15277,2022Q1,S08000019,"",S08000019,Melanoma,"",15,"",12,""
15278,2022Q1,S08000019,"",S08000031,Melanoma,"",1,"",1,""
15279,2022Q1,S08000020,"",S08000020,Melanoma,"",17,"",15,""
15280,2022Q1,S08000022,"",S08000022,Melanoma,"",19,"",17,""
15281,2022Q1,S08000024,"",S08000024,Melanoma,"",26,"",24,""
15282,2022Q1,S08000025,"",S08000020,Melanoma,"",1,"",1,""
15283,2022Q1,S08000026,"",S08000020,Melanoma,"",1,"",1,""
15284,2022Q1,S08000026,"",S08000026,Melanoma,"",2,"",2,""
15285,2022Q1,S08000028,"",S08000028,Melanoma,"",1,"",1,""
15286,2022Q1,S08000029,"",S08000029,Melanoma,"",10,"",10,""
15287,2022Q1,S08000030,"",S08000030,Melanoma,"",10,"",9,""
15288,2022Q1,S08000031,"",S08000031,Melanoma,"",50,"",50,""
15289,2022Q1,S08000032,"",S08000032,Melanoma,"",20,"",19,""
15290,2022Q1,S92000003,d,S08000015,Melanoma,"",8,"",6,""
15291,2022Q1,S92000003,d,S08000016,Melanoma,"",3,"",3,""
15292,2022Q1,S92000003,d,S08000017,Melanoma,"",2,"",2,""
15293,2022Q1,S92000003,d,S08000019,Melanoma,"",15,"",12,""
15294,2022Q1,S92000003,d,S08000020,Melanoma,"",19,"",17,""
15295,2022Q1,S92000003,d,S08000022,Melanoma,"",19,"",17,""
15296,2022Q1,S92000003,d,S08000024,Melanoma,"",26,"",24,""
15297,2022Q1,S92000003,d,S08000026,Melanoma,"",2,"",2,""
15298,2022Q1,S92000003,d,S08000028,Melanoma,"",1,"",1,""
15299,2022Q1,S92000003,d,S08000029,Melanoma,"",10,"",10,""
15300,2022Q1,S92000003,d,S08000030,Melanoma,"",10,"",9,""
15301,2022Q1,S92000003,d,S08000031,Melanoma,"",51,"",51,""
15302,2022Q1,S92000003,d,S08000032,Melanoma,"",20,"",19,""
15303,2022Q1,S08000015,"",S08000015,Ovarian,"",2,"",2,""
15304,2022Q1,S08000015,"",S08000031,Ovarian,"",2,"",2,""
15305,2022Q1,S08000016,"",S08000016,Ovarian,"",3,"",3,""
15306,2022Q1,S08000019,"",S08000019,Ovarian,"",1,"",1,""
15307,2022Q1,S08000019,"",S08000031,Ovarian,"",1,"",1,""
15308,2022Q1,S08000020,"",S08000020,Ovarian,"",3,"",3,""
15309,2022Q1,S08000022,"",S08000020,Ovarian,"",2,"",1,""
15310,2022Q1,S08000022,"",S08000022,Ovarian,"",1,"",1,""
15311,2022Q1,S08000024,"",S08000024,Ovarian,"",5,"",5,""
15312,2022Q1,S08000025,"",S08000025,Ovarian,"",1,"",1,""
15313,2022Q1,S08000028,"",S08000028,Ovarian,"",1,"",1,""
15314,2022Q1,S08000029,"",S08000029,Ovarian,"",1,"",1,""
15315,2022Q1,S08000030,"",S08000030,Ovarian,"",2,"",2,""
15316,2022Q1,S08000031,"",S08000031,Ovarian,"",20,"",10,""
15317,2022Q1,S08000032,"",S08000031,Ovarian,"",6,"",6,""
15318,2022Q1,S08000032,"",S08000032,Ovarian,"",3,"",1,""
15319,2022Q1,S92000003,d,S08000015,Ovarian,"",2,"",2,""
15320,2022Q1,S92000003,d,S08000016,Ovarian,"",3,"",3,""
15321,2022Q1,S92000003,d,S08000019,Ovarian,"",1,"",1,""
15322,2022Q1,S92000003,d,S08000020,Ovarian,"",5,"",4,""
